id,nom,geo_point_2d,secteur,commune,adresse,type_dechet,horaires_ouverture,jours_ouverture,types_materiaux
5382,collecte sélective enterré,"45.15037,5.68165",Nord-Ouest,Seyssins,30 Allée Marthe Trillat (ilôts A1/A2/A5/B6),collecte sélective,24h,tous les jours,collecte sélective
5380,ordures ménagères résiduelles enterré,"45.15044,5.68168",Nord-Ouest,Seyssins,30 Allée Marthe Trillat (ilôts A1/A2/A5/B6),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5381,ordures ménagères résiduelles enterré,"45.1504,5.68167",Nord-Ouest,Seyssins,30 Allée Marthe Trillat (ilôts A1/A2/A5/B6),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5243,collecte sélective enterré,"45.15225,5.68246",Nord-Ouest,Seyssins,34 Avenue Louis Vicat (ilôt B2),collecte sélective,24h,tous les jours,collecte sélective
5244,collecte sélective enterré,"45.15221,5.68243",Nord-Ouest,Seyssins,34 Avenue Louis Vicat (ilôt B2),collecte sélective,24h,tous les jours,collecte sélective
5241,ordures ménagères résiduelles enterré,"45.15234,5.6825",Nord-Ouest,Seyssins,34 Avenue Louis Vicat (ilôt B2),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5242,ordures ménagères résiduelles enterré,"45.1523,5.68248",Nord-Ouest,Seyssins,34 Avenue Louis Vicat (ilôt B2),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5378,collecte sélective enterré,"45.14984,5.67856",Nord-Ouest,Seyssins,79-81 Avenue de Claix (ilôts C1/C3),collecte sélective,24h,tous les jours,collecte sélective
2015,papier aérien,"45.13858,5.74162",Sud,Bresson,L'Oratoire / 3-5 Rue de l'Oratoire / Réservoirs ville de Grenoble,papier,24h,tous les jours,papier
5348,ordures ménagères résiduelles enterré,"45.14927,5.67842",Nord-Ouest,Seyssins,89 Avenue de Claix (ilôt C2),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5345,collecte sélective enterré,"45.15197,5.6804",Nord-Ouest,Seyssins,Avenue de Claix (ilôt B3),collecte sélective,24h,tous les jours,collecte sélective
5346,collecte sélective enterré,"45.152,5.68038",Nord-Ouest,Seyssins,Avenue de Claix (ilôt B3),collecte sélective,24h,tous les jours,collecte sélective
5343,ordures ménagères résiduelles enterré,"45.1519,5.68046",Nord-Ouest,Seyssins,Avenue de Claix (ilôt B3),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5344,ordures ménagères résiduelles enterré,"45.15193,5.68044",Nord-Ouest,Seyssins,Avenue de Claix (ilôt B3),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
3160,emballages aérien,"45.16014,5.69612",Nord-Ouest,Seyssins,Parking Intermarché / Brasserie du Rondeau / 112 Rue de la Liberté,emballages,24h,tous les jours,emballages
3127,emballages aérien,"45.16431,5.69355",Nord-Ouest,Seyssins,Rue Raoul Follereau / Stade Jean Beauvallet,emballages,24h,tous les jours,emballages
2014,papier aérien,"45.14051,5.74275",Sud,Bresson,Ecole / 38 Rue de la République,papier,24h,tous les jours,papier
3015,emballages aérien,"45.13633,5.75049",Sud,Bresson,Eglise (Parking) / Rue de l'Eglise,emballages,24h,tous les jours,emballages
2016,papier aérien,"45.13635,5.75052",Sud,Bresson,Eglise (Parking) / Rue de l'Eglise,papier,24h,tous les jours,papier
3156,emballages aérien,"45.13858,5.74154",Sud,Bresson,L'Oratoire / 3-5 Rue de l'Oratoire / Réservoirs ville de Grenoble,emballages,24h,tous les jours,emballages
3016,emballages aérien,"45.12873,5.76315",Sud,Bresson,Golf / Route d'accès (accès par route D112 en provenance de Brié ou Jarrie),emballages,24h,tous les jours,emballages
5246,collecte sélective enterré,"45.1473,5.67807",Nord-Ouest,Seyssins,Rue de Comboire (ilôts H5/6/8/9),collecte sélective,24h,tous les jours,collecte sélective
5245,ordures ménagères résiduelles enterré,"45.14731,5.67798",Nord-Ouest,Seyssins,Rue de Comboire (ilôts H5/6/8/9),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
3014,emballages aérien,"45.13827,5.75022",Sud,Bresson,Restaurant / 2 Rue Emile Chavant,emballages,24h,tous les jours,emballages
3151,emballages aérien,"45.13803,5.74864",Sud,Bresson,Rue de la République / Chemin des Saules,emballages,24h,tous les jours,emballages
2132,papier aérien,"45.138,5.74865",Sud,Bresson,Rue de la République / Chemin des Saules,papier,24h,tous les jours,papier
2013,papier aérien,"45.14272,5.7396",Sud,Bresson,ZA Condamines / 1 Rue des Condamines,papier,24h,tous les jours,papier
3023,emballages aérien,"45.11405,5.78637",Sud,Brié et Angonnes,Caserne Pompiers / Route d'Uriage / Chemin des Broux,emballages,24h,tous les jours,emballages
2129,papier aérien,"45.11408,5.78622",Sud,Brié et Angonnes,Caserne Pompiers / Route d'Uriage / Chemin des Broux,papier,24h,tous les jours,papier
3139,emballages aérien,"45.11405,5.78632",Sud,Brié et Angonnes,Caserne Pompiers / Route d'Uriage / Chemin des Broux,emballages,24h,tous les jours,emballages
3022,emballages enterré,"45.11881,5.78505",Sud,Brié et Angonnes,Ecole du Barlatier / Chemin du Barlatier (100m après école) / Chemin de Leva,emballages,24h,tous les jours,emballages
2022,papier enterré,"45.11886,5.78515",Sud,Brié et Angonnes,Ecole du Barlatier / Chemin du Barlatier (100m après école) / Chemin de Leva,papier,24h,tous les jours,papier
3021,emballages enterré,"45.13921,5.77709",Sud,Brié et Angonnes,Les Angonnes / Chapelle / 889 Route des Angonnes,emballages,24h,tous les jours,emballages
3018,emballages aérien,"45.13693,5.76875",Sud,Brié et Angonnes,Parking Souveyron / Route de Montavie / Chemin de la Léchère,emballages,24h,tous les jours,emballages
3019,emballages aérien,"45.13698,5.76875",Sud,Brié et Angonnes,Parking Souveyron / Route de Montavie / Chemin de la Léchère,emballages,24h,tous les jours,emballages
2023,papier aérien,"45.11534,5.78382",Sud,Brié et Angonnes,Services Techniques / 3992 Route Napoléon (Route D5),papier,24h,tous les jours,papier
3162,emballages aérien,"45.15336,5.69784",Sud,Echirolles,1 Rue des Montagnes de Lans (Restaurant La Tables des Pirates) / Espace Comboire,emballages,24h,tous les jours,emballages
5158,collecte sélective enterré,"45.13839,5.71383",Sud,Echirolles,1 Rue Jean-Henri Fabre (Tour 6),collecte sélective,24h,tous les jours,collecte sélective
5269,ordures ménagères résiduelles enterré,"45.14084,5.71396",Sud,Echirolles,12 Avenue Général de Gaulle / Kis (Bâtiment D),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5140,collecte sélective enterré,"45.13745,5.71287",Sud,Echirolles,13 Avenue Charles de Gaulle / Contre-allée Ouest (Bâtiment Rumba),collecte sélective,24h,tous les jours,collecte sélective
5139,ordures ménagères résiduelles enterré,"45.13742,5.71285",Sud,Echirolles,13 Avenue Charles de Gaulle / Contre-allée Ouest (Bâtiment Rumba),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5392,collecte sélective enterré,"45.14336,5.69981",Sud,Echirolles,1-3 Rue de Vassieux,collecte sélective,24h,tous les jours,collecte sélective
5391,ordures ménagères résiduelles enterré,"45.14336,5.69985",Sud,Echirolles,1-3 Rue de Vassieux,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5416,collecte sélective enterré,"45.14714,5.70101",Sud,Echirolles,1-3 Rue des Grottes de la Luire,collecte sélective,24h,tous les jours,collecte sélective
5415,ordures ménagères résiduelles enterré,"45.14714,5.70098",Sud,Echirolles,1-3 Rue des Grottes de la Luire,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5132,collecte sélective enterré,"45.14005,5.71527",Sud,Echirolles,1-3 Rue Galilée (Bâtiment A),collecte sélective,24h,tous les jours,collecte sélective
5170,collecte sélective enterré,"45.13714,5.71524",Sud,Echirolles,1-7 Rue Alphonse Loubat (Bâtiment M),collecte sélective,24h,tous les jours,collecte sélective
5169,ordures ménagères résiduelles enterré,"45.13715,5.71519",Sud,Echirolles,1-7 Rue Alphonse Loubat (Bâtiment M),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5160,collecte sélective enterré,"45.1382,5.71367",Sud,Echirolles,2 Rue Jean-Henri Fabre (Tour 7),collecte sélective,24h,tous les jours,collecte sélective
5159,ordures ménagères résiduelles enterré,"45.13823,5.71367",Sud,Echirolles,2 Rue Jean-Henri Fabre (Tour 7),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5406,collecte sélective enterré,"45.14552,5.69945",Sud,Echirolles,20-22 Rue des Grottes de la Luire,collecte sélective,24h,tous les jours,collecte sélective
5405,ordures ménagères résiduelles enterré,"45.1455,5.69944",Sud,Echirolles,20-22 Rue des Grottes de la Luire,ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
5273,collecte sélective enterré,"45.14028,5.71363",Sud,Echirolles,22 Avenue Général De Gaulle / Kis (Bâtiment C),collecte sélective,24h,tous les jours,collecte sélective
5271,ordures ménagères résiduelles enterré,"45.1403,5.71365",Sud,Echirolles,22 Avenue Général De Gaulle / Kis (Bâtiment C),ordures ménagères résiduelles,24h,tous les jours,ordures ménagères résiduelles
